,time,high,low,open,volumefrom,volumeto,close,conversionType,conversionSymbol,date,coin
365,1640995200,1.66,1.622,1.622,31683.27,52019.74,1.651,direct,,2021-12-31,AGLD
1,1609545600,31730.25,31237.53,28557.23,2.156,67577.24,31343.8,multiply,BTC,2021-01-01,RBTC
365,1640995200,46862.44,45923.47,45994.04,1.533,71415.9,46572.25,multiply,BTC,2021-12-31,RBTC
365,1640995200,2.579,2.43,2.43,85.6,220.73,2.579,multiply,ETH,2021-12-31,RBN
1,1609545600,0.004831,0.004186,0.004114,656390.53,2959.34,0.004509,multiply,BTC,2021-01-01,KLV
365,1640995200,0.03554,0.03419,0.03419,27583.2,954.58,0.03461,multiply,BTC,2021-12-31,KLV
365,1640995200,9.075,8.851,8.851,26.95,244.53,9.074,multiply,ETH,2021-12-31,ERN
1,1609545600,15.09,13.58,14.0,73494.11,1060442.71,14.68,direct,,2021-01-01,BAL
365,1640995200,17.76,17.52,17.52,11143.82,197006.1,17.74,direct,,2021-12-31,BAL
365,1640995200,4.46,4.29,4.33,11675.83,50928.66,4.46,direct,,2021-12-31,DDX
1,1609545600,0.1313,0.1116,0.1238,1688957.06,193436.62,0.1145,multiply,ETH,2021-01-01,PHA
365,1640995200,0.4378,0.4222,0.4241,217611.87,94138.48,0.4326,multiply,BTC,2021-12-31,PHA
1,1609545600,0.02618,0.02315,0.02392,2037972.03,51040.54,0.02504,multiply,ETH,2021-01-01,DKA
365,1640995200,0.1151,0.1109,0.1136,628.5,71.13,0.1132,multiply,BTC,2021-12-31,DKA
1,1609545600,0.1919,0.161,0.149,4810.95,923.38,0.1919,multiply,BTC,2021-01-01,DAD
365,1640995200,0.2259,0.2134,0.2227,1657182.45,361220.71,0.218,multiply,BTC,2021-12-31,DAD
1,1609545600,0.143,0.1079,0.1302,11938775.0,1491751.41,0.125,multiply,BTC,2021-01-01,LTO
365,1640995200,0.3756,0.3677,0.3682,365288.0,136319.4,0.3732,multiply,BTC,2021-12-31,LTO
1,1609545600,1.289,1.126,1.22,119214.75,148852.51,1.249,invert_divide,BTC,2021-01-01,EURS
1,1609545600,0.1797,0.1526,0.1619,9149152.0,1470233.63,0.1607,multiply,BTC,2021-01-01,BZRX
1,1609545600,0.02494,0.02095,0.02346,1074693.57,23068.01,0.02146,multiply,ETH,2021-01-01,ARPA
365,1640995200,0.09915,0.09701,0.09701,710814.07,70138.72,0.09867,multiply,BTC,2021-12-31,ARPA
1,1609545600,0.1005,0.08601,0.0857,1108264.27,105288.14,0.095,multiply,ETH,2021-01-01,PRO
365,1640995200,1.492,1.434,1.471,4295.42,6352.72,1.479,multiply,ETH,2021-12-31,PRO
1,1609545600,0.6396,0.5668,0.5172,11972.67,7194.62,0.6009,multiply,BTC,2021-01-01,SWAP
1,1609545600,1735.13,1453.35,1583.48,1112.56,1640944.46,1474.93,multiply,BTC,2021-01-01,YFII
365,1640995200,2866.92,2791.16,2809.65,11.69,33030.5,2826.22,multiply,BTC,2021-12-31,YFII
365,1640995200,1.319,1.262,1.262,21.52,28.39,1.319,multiply,ETH,2021-12-31,BSCPAD
365,1640995200,653.26,644.69,644.37,176.36,113696.86,644.69,multiply,WETH,2021-12-31,FLX
365,1640995200,329.0,317.44,321.12,1273.12,412657.17,319.6,direct,,2021-12-31,QUICK
365,1640995200,1.691,1.634,1.634,15229.5,25617.3,1.682,multiply,BTC,2021-12-31,CTK
1,1609545600,25.37,21.84,23.9,51492.31,1186667.37,23.05,multiply,ETH,2021-01-01,WNXM
365,1640995200,60.39,58.95,58.95,61.66,3712.24,60.21,multiply,BTC,2021-12-31,WNXM
1,1609545600,0.02429,0.02191,0.02152,2753615.28,62882.39,0.02284,multiply,ETH,2021-01-01,BTS
365,1640995200,0.03462,0.03372,0.03372,324588.19,11083.42,0.03415,multiply,BTC,2021-12-31,BTS
365,1640995200,1.599,1.549,1.599,369.53,576.85,1.554,direct,,2021-12-31,BOSON
1,1609545600,0.04184,0.03593,0.03904,2434168.63,88653.15,0.03642,multiply,ETH,2021-01-01,IRIS
365,1640995200,0.08856,0.08347,0.08498,3937.59,343.29,0.08718,multiply,ETH,2021-12-31,IRIS
365,1640995200,0.03658,0.03547,0.03606,2378.12,85.58,0.03599,multiply,ETH,2021-12-31,SAMO
1,1609545600,0.09524,0.08121,0.08219,12031792.07,1037698.39,0.08625,multiply,ETH,2021-01-01,CTXC
365,1640995200,0.508,0.4804,0.5017,185320.49,90595.56,0.4889,multiply,BTC,2021-12-31,CTXC
365,1640995200,170.77,133.67,137.25,68770.93,10546844.81,162.17,direct,,2021-12-31,FARM
1,1609545600,0.5327,0.4718,0.4996,270069.87,127868.33,0.4735,multiply,ETH,2021-01-01,KMD
365,1640995200,0.7466,0.7276,0.7281,29971.04,22320.75,0.7447,multiply,BTC,2021-12-31,KMD
1,1609545600,0.1591,0.143,0.1452,18766.19,2737.66,0.1459,multiply,BTC,2021-01-01,MLK
365,1640995200,1.223,1.202,1.203,16910.09,20673.61,1.223,multiply,BTC,2021-12-31,MLK
365,1640995200,1.965,1.894,1.93,12154.3,23321.19,1.919,multiply,BTC,2021-12-31,CHESS
365,1640995200,0.9623,0.9364,0.9498,6388.5,6129.93,0.9595,multiply,BTC,2021-12-31,RARE
1,1609545600,0.00322,0.002254,0.002645,170868412.0,440206.79,0.002576,multiply,BTC,2021-01-01,TROY
365,1640995200,0.861,0.844,0.844,4484.4,3835.88,0.861,direct,,2021-12-31,DODO
1,1609545600,0.8872,0.7491,0.8091,433720.0,332423.23,0.7664,multiply,BTC,2021-01-01,AVA
365,1640995200,1.877,1.839,1.852,2517.21,4687.3,1.862,multiply,BTC,2021-12-31,AVA
365,1640995200,9.22,9.05,9.06,6747.62,61687.26,9.21,direct,,2021-12-31,FORTH
1,1609545600,0.042,0.0363,0.03901,361856.39,13801.54,0.0376,direct,,2021-01-01,DATA
365,1640995200,0.1184,0.116,0.116,210392.0,24806.23,0.1179,multiply,BTC,2021-12-31,DATA
1,1609545600,0.007486,0.006718,0.006809,2217142.06,15290.76,0.006897,multiply,ETH,2021-01-01,MOBI
365,1640995200,148.7,144.25,145.1,32.69,4786.98,147.9,direct,,2021-12-31,ROOK
365,1640995200,0.02745,0.02669,0.02694,4704182.11,128206.25,0.02725,multiply,ETH,2021-12-31,SLP
1,1609545600,0.0002898,0.0002898,0.0002645,2000.0,0.5797,0.0002898,multiply,BTC,2021-01-01,COCOS
1,1609545600,0.02544,0.019,0.02145,129040.32,2451.79,0.019,multiply,BTC,2021-01-01,MOC
365,1640995200,0.2345,0.2291,0.231,520.28,122.0,0.2345,multiply,BTC,2021-12-31,MOC
1,1609545600,0.08741,0.0437,0.04121,1906413.39,117000.56,0.06137,multiply,ETH,2021-01-01,AERGO
365,1640995200,0.2414,0.2365,0.237,12728.22,3073.01,0.2414,multiply,BTC,2021-12-31,AERGO
1,1609545600,0.03342,0.03074,0.03044,7924381.31,250905.04,0.03166,multiply,ETH,2021-01-01,LOOM
365,1640995200,0.08661,0.08454,0.085,682618.23,58786.34,0.08612,multiply,BTC,2021-12-31,LOOM
365,1640995200,0.6057,0.5896,0.5962,2079.69,1251.6,0.6018,multiply,ETH,2021-12-31,ALPACA
365,1640995200,16.69,16.44,16.44,4108.7,68147.02,16.65,direct,,2021-12-31,BOND
1,1609545600,0.002937,0.002534,0.002769,38647040.0,101222.86,0.002619,multiply,ETH,2021-01-01,MFT
365,1640995200,0.009038,0.00816,0.008418,255856.0,2149.21,0.0084,multiply,ETH,2021-12-31,MFT
365,1640995200,3.679,3.643,3.657,108.37,397.73,3.669,direct,,2021-12-31,KAR
1,1609545600,3.613,2.86,2.77,102871.26,319721.13,3.108,multiply,BTC,2021-01-01,XHV
365,1640995200,4.28,4.172,4.172,46.0,196.78,4.278,multiply,BTC,2021-12-31,XHV
1,1609545600,1.34,1.113,1.217,948875.72,1110450.54,1.17,multiply,BTC,2021-01-01,DIA
365,1640995200,1.346,1.307,1.309,11462.36,15362.51,1.34,multiply,BTC,2021-12-31,DIA
1,1609545600,0.005797,0.004831,0.00529,12632674.34,65090.9,0.005153,multiply,BTC,2021-01-01,TT
365,1640995200,0.0103,0.01016,0.01016,45649.98,470.08,0.0103,multiply,BTC,2021-12-31,TT
1,1609545600,3.816,3.675,3.509,3819.1,14569.23,3.815,multiply,ETH,2021-01-01,EUM
365,1640995200,2.994,2.944,2.944,38523.1,115243.81,2.992,multiply,ETH,2021-12-31,EUM
1,1609545600,0.2307,0.2031,0.2147,6435257.34,1321470.44,0.2053,multiply,ETH,2021-01-01,NULS
365,1640995200,0.8286,0.8061,0.8167,141425.53,115594.59,0.8174,multiply,BTC,2021-12-31,NULS
1,1609545600,0.08341,0.0789,0.07582,11772.7,928.85,0.0789,multiply,BTC,2021-01-01,HUNT
365,1640995200,0.7509,0.7267,0.741,2043.87,1512.7,0.7401,multiply,BTC,2021-12-31,HUNT
1,1609545600,0.02301,0.02013,0.02043,325904.2,7116.67,0.02184,multiply,ETH,2021-01-01,MARO
365,1640995200,0.1128,0.1081,0.1109,539117.22,59562.57,0.1105,multiply,BTC,2021-12-31,MARO
1,1609545600,0.05463,0.04042,0.04573,158973.83,7143.72,0.04494,multiply,ETH,2021-01-01,DNT
365,1640995200,0.1306,0.1275,0.1289,520732.93,67770.67,0.1301,multiply,BTC,2021-12-31,DNT
1,1609545600,0.382,0.3375,0.3601,475932.46,165296.19,0.3473,multiply,ETH,2021-01-01,ADX
365,1640995200,0.5639,0.5532,0.5543,212303.0,119371.53,0.5623,multiply,ETH,2021-12-31,ADX
365,1640995200,0.1943,0.1908,0.1913,20062.0,3878.85,0.1933,multiply,BTC,2021-12-31,RAMP
365,1640995200,1.577,1.552,1.554,169.68,265.17,1.577,direct,,2021-12-31,SDN
1,1609545600,0.009735,0.00873,0.009565,681546.0,6242.73,0.009025,direct,,2021-01-01,AKRO
365,1640995200,0.02263,0.02223,0.02223,17293.0,388.69,0.02254,direct,,2021-12-31,AKRO
1,1609545600,16.3,9.322,11.46,2886.2,46251.16,16.02,multiply,ETH,2021-01-01,MWC
365,1640995200,6.548,4.231,4.231,77.47,332.97,4.298,multiply,ETH,2021-12-31,MWC
1,1609545600,0.002077,0.001837,0.001936,7218628.84,13648.67,0.001891,multiply,ETH,2021-01-01,MIX
365,1640995200,0.01697,0.01661,0.01669,474.67,8.012,0.01688,multiply,ETH,2021-12-31,MIX
1,1609545600,19.48,16.99,17.72,98288.22,1759872.58,17.91,multiply,BTC,2021-01-01,TRB
365,1640995200,33.82,33.06,33.06,901.7,30201.87,33.75,direct,,2021-12-31,TRB
1,1609545600,0.314,0.2715,0.2836,1673284.34,468806.86,0.2802,multiply,BTC,2021-01-01,WTC
365,1640995200,0.978,0.9567,0.9623,77457.12,75496.42,0.9747,multiply,BTC,2021-12-31,WTC
365,1640995200,0.8061,0.783,0.7867,31469.0,25324.52,0.8047,multiply,BTC,2021-12-31,HARD
365,1640995200,0.005793,0.005587,0.005587,529242.0,3063.78,0.005789,multiply,ETH,2021-12-31,LGCY
1,1609545600,1.501,1.264,1.345,39804.86,54350.92,1.365,multiply,BTC,2021-01-01,MONA
365,1640995200,1.161,1.138,1.138,18.16,20.97,1.155,multiply,BTC,2021-12-31,MONA
1,1609545600,0.06956,0.06086,0.06201,3084962.0,192733.19,0.06248,multiply,BTC,2021-01-01,FIO
365,1640995200,0.162,0.1589,0.1598,46786.0,7557.21,0.1615,multiply,BTC,2021-12-31,FIO
365,1640995200,540.77,529.45,538.01,228.54,123141.92,538.82,multiply,USDT,2021-12-31,STRONG
1,1609545600,19.97,17.07,16.75,1844.7,36831.75,19.97,multiply,BTC,2021-01-01,NYE
1,1609545600,0.989,0.8292,0.9005,631776.0,531627.57,0.8415,multiply,BTC,2021-01-01,BEL
365,1640995200,1.578,1.539,1.541,1862.2,2925.49,1.571,multiply,BTC,2021-12-31,BEL
1,1609545600,0.1209,0.1109,0.1111,313014.85,35437.32,0.1132,multiply,ETH,2021-01-01,PNK
365,1640995200,0.1179,0.1153,0.1157,2824.86,331.04,0.1172,multiply,ETH,2021-12-31,PNK
365,1640995200,12.67,12.4,12.44,2464.3,30909.41,12.61,direct,,2021-12-31,RARI
1,1609545600,0.008051,0.006119,0.007053,36463186.0,246591.94,0.006763,multiply,BTC,2021-01-01,SSV
365,1640995200,6.898,6.643,6.699,2542.7,17420.08,6.851,multiply,BTC,2021-12-31,SSV
1,1609545600,0.07594,0.06122,0.06868,2688633.86,170840.64,0.06354,multiply,ETH,2021-01-01,AION
365,1640995200,0.1418,0.1375,0.138,28438.0,3992.85,0.1404,multiply,ETH,2021-12-31,AION
1,1609545600,0.06984,0.06292,0.06573,3257191.4,205125.29,0.06298,multiply,ETH,2021-01-01,BLZ
365,1640995200,0.2243,0.2171,0.2176,229798.73,51119.18,0.2225,multiply,BTC,2021-12-31,BLZ
1,1609545600,0.08499,0.06387,0.07285,14155.0,1129.57,0.0798,multiply,USDT,2021-01-01,TNC
1,1609545600,0.1597,0.1395,0.1543,119214.75,18438.83,0.1547,invert_divide,BTC,2021-01-01,QC
365,1640995200,0.1464,0.1464,0.1464,4612667.2,676856.8,0.1467,invert_divide,ETH,2021-12-31,QC
1,1609545600,3.372,2.904,3.065,380534.08,1156342.41,3.039,multiply,BTC,2021-01-01,FIRO
365,1640995200,5.289,5.172,5.198,769.38,4048.35,5.262,multiply,ETH,2021-12-31,FIRO
1,1609545600,0.02512,0.0219,0.02087,91053.37,2287.15,0.02512,multiply,BTC,2021-01-01,UPP
1,1609545600,0.004487,0.003797,0.004157,3786006.82,14844.91,0.003921,multiply,ETH,2021-01-01,RFR
1,1609545600,0.06509,0.06199,0.06137,373382.55,23436.07,0.06277,multiply,ETH,2021-01-01,OM
365,1640995200,0.1499,0.1467,0.1474,6010.1,900.63,0.1499,multiply,ETH,2021-12-31,OM
1,1609545600,0.06295,0.05689,0.05485,22214497.7,1272459.93,0.05728,multiply,ETH,2021-01-01,BTM
365,1640995200,0.03857,0.03749,0.03786,35178.55,1346.82,0.03829,multiply,ETH,2021-12-31,BTM
1,1609545600,0.06765,0.05589,0.06239,598990.3,34524.04,0.05764,multiply,ETH,2021-01-01,BRD
365,1640995200,0.7205,0.7003,0.7068,54567.0,39111.58,0.7168,multiply,BTC,2021-12-31,BRD
1,1609545600,0.002239,0.001976,0.002104,40799431.35,82200.25,0.002015,multiply,ETH,2021-01-01,KEY
365,1640995200,0.01309,0.01291,0.01291,2260888.2,29406.29,0.01307,direct,,2021-12-31,KEY
1,1609545600,0.2952,0.2621,0.2749,55603.85,15248.64,0.2742,multiply,ETH,2021-01-01,BEAM
365,1640995200,0.588,0.5728,0.5798,21267.76,12395.29,0.5828,multiply,BTC,2021-12-31,BEAM
1,1609545600,0.1981,0.1681,0.1781,1015333.9,176566.22,0.1739,multiply,BTC,2021-01-01,NWC
365,1640995200,0.4113,0.3991,0.4042,17946.25,7263.22,0.4047,multiply,BTC,2021-12-31,NWC
1,1609545600,0.03246,0.02487,0.02876,7763656.4,248884.29,0.03206,multiply,ETH,2021-01-01,BMX
365,1640995200,0.3621,0.3469,0.3557,379191.6,133385.83,0.3518,multiply,BTC,2021-12-31,BMX
1,1609545600,1.661,1.446,1.486,98380.01,147194.31,1.496,multiply,BTC,2021-01-01,ELA
365,1640995200,2.976,2.872,2.926,2244.53,6571.26,2.928,multiply,ETH,2021-12-31,ELA
1,1609545600,0.01408,0.01036,0.01325,776533.97,8785.35,0.01131,multiply,ETH,2021-01-01,MITH
365,1640995200,0.06089,0.05913,0.05913,1808175.94,109256.78,0.06042,multiply,BTC,2021-12-31,MITH
1,1609545600,1.39,1.279,1.268,1189587.02,1533127.47,1.289,multiply,BTC,2021-01-01,NRG
365,1640995200,1.272,1.249,1.25,28.05,35.66,1.271,multiply,ETH,2021-12-31,NRG
1,1609545600,1.491,1.312,1.328,94193.08,124185.76,1.318,multiply,BTC,2021-01-01,MET
365,1640995200,4.815,4.657,4.676,288.79,1389.3,4.811,multiply,ETH,2021-12-31,MET
1,1609545600,0.04371,0.03789,0.03626,1245249.0,53496.46,0.04296,multiply,ETH,2021-01-01,LA
365,1640995200,0.1123,0.1102,0.1104,141.0,15.8,0.112,multiply,ETH,2021-12-31,LA
365,1640995200,0.4295,0.4135,0.4135,882.87,379.15,0.4294,multiply,ETH,2021-12-31,PRQ
1,1609545600,1.71,1.489,1.556,355953.63,542278.77,1.523,multiply,ETH,2021-01-01,GAS
365,1640995200,5.838,5.714,5.728,9060.26,52677.67,5.814,multiply,BTC,2021-12-31,GAS
1,1609545600,0.09371,0.07053,0.06936,18915.93,1608.19,0.08502,multiply,BTC,2021-01-01,BOA
365,1640995200,0.186,0.1797,0.1834,739.14,137.13,0.1855,multiply,BTC,2021-12-31,BOA
1,1609545600,0.06859,0.06119,0.05907,2237554.45,140511.93,0.0628,multiply,BTC,2021-01-01,VID
365,1640995200,0.3617,0.3529,0.3562,192.9,69.04,0.3579,multiply,BTC,2021-12-31,VID
1,1609545600,0.1536,0.1362,0.1402,665759.46,92834.67,0.1394,multiply,BTC,2021-01-01,SUKU
365,1640995200,0.4812,0.4698,0.4744,21310.58,10164.1,0.477,multiply,BTC,2021-12-31,SUKU
365,1640995200,0.3703,0.3695,0.3698,6884.38,2545.98,0.3698,direct,,2021-12-31,PLANETS
1,1609545600,0.001689,0.001496,0.001593,10309308.68,15657.82,0.001519,multiply,ETH,2021-01-01,MBL
1,1609545600,0.4004,0.3483,0.3763,150040.01,53249.83,0.3549,multiply,ETH,2021-01-01,GRS
365,1640995200,0.7018,0.6855,0.6897,17457.97,12195.1,0.6985,multiply,BTC,2021-12-31,GRS
1,1609545600,0.1861,0.1652,0.1602,730305.34,128881.33,0.1765,multiply,BTC,2021-01-01,FSN
365,1640995200,0.7225,0.7036,0.7036,419.76,302.86,0.7215,multiply,BTC,2021-12-31,FSN
1,1609545600,0.09607,0.08647,0.09211,88936.29,8232.87,0.08838,direct,,2021-01-01,SOLVE
365,1640995200,0.1233,0.1192,0.1215,419596.33,50923.36,0.1214,multiply,BTC,2021-12-31,SOLVE
1,1609545600,0.4262,0.2712,0.2849,498771.68,143004.32,0.2867,multiply,ETH,2021-01-01,FRONT
365,1640995200,0.7047,0.6862,0.6881,415.71,291.07,0.7002,multiply,ETH,2021-12-31,FRONT
1,1609545600,0.1456,0.1159,0.1296,1902673.0,235288.31,0.1237,multiply,BTC,2021-01-01,FLM
365,1640995200,0.3623,0.3511,0.3511,24537.0,8876.14,0.3617,multiply,BTC,2021-12-31,FLM
1,1609545600,0.5885,0.5176,0.5464,13901.01,7265.64,0.5227,multiply,ETH,2021-01-01,DEGO
365,1640995200,6.399,6.175,6.23,16.47,105.39,6.399,multiply,ETH,2021-12-31,DEGO
1,1609545600,3.916,2.143,2.698,11857.93,34280.34,2.891,multiply,BTC,2021-01-01,SBD
365,1640995200,5.761,5.119,5.123,4164.81,22917.53,5.503,multiply,BTC,2021-12-31,SBD
1,1609545600,0.658,0.501,0.6513,79040.89,44579.06,0.564,multiply,USDT,2021-01-01,BURGER
365,1640995200,3.031,2.99,2.99,9888.56,29972.23,3.031,multiply,USDT,2021-12-31,BURGER
1,1609545600,149.32,147.46,139.91,282.32,41850.66,148.24,multiply,ETH,2021-01-01,DGD
365,1640995200,702.95,661.25,661.27,0.0739,50.26,680.1,multiply,ETH,2021-12-31,DGD
1,1609545600,0.05861,0.05475,0.05084,24934.27,1413.23,0.05668,multiply,BTC,2021-01-01,ADS
1,1609545600,0.01926,0.016,0.01687,2540320.07,42361.99,0.01668,multiply,ETH,2021-01-01,DOCK
365,1640995200,0.06703,0.0656,0.06606,50515.72,3385.41,0.06702,multiply,BTC,2021-12-31,DOCK
1,1609545600,0.01041,0.009035,0.009184,6382193.35,59692.93,0.009353,multiply,ETH,2021-01-01,CET
365,1640995200,0.07316,0.07138,0.07179,15742.24,1144.06,0.07267,multiply,ETH,2021-12-31,CET
1,1609545600,0.0008369,0.0006819,0.0007744,21357172.0,16053.18,0.0007517,multiply,ETH,2021-01-01,APL
365,1640995200,0.002344,0.00231,0.00231,54626794.0,128004.97,0.002343,multiply,BTC,2021-12-31,APL
1,1609545600,0.01093,0.008989,0.008767,867405.31,9006.84,0.01038,multiply,ETH,2021-01-01,CXO
365,1640995200,0.2706,0.2643,0.2658,575.67,155.35,0.2699,multiply,ETH,2021-12-31,CXO
1,1609545600,0.003864,0.002576,0.002645,29304600.92,113245.78,0.003864,multiply,BTC,2021-01-01,SNTVT
365,1640995200,0.01734,0.01524,0.01617,1327216.02,23014.12,0.01734,multiply,BTC,2021-12-31,SNTVT
1,1609545600,0.1246,0.07085,0.1137,38771.0,4107.79,0.1059,multiply,BTC,2021-01-01,ATRI
1,1609545600,1.995,1.769,1.808,26669.55,48978.98,1.837,multiply,ETH,2021-01-01,CVP
365,1640995200,1.412,1.372,1.374,1973.11,2768.37,1.403,multiply,ETH,2021-12-31,CVP
1,1609545600,0.2205,0.2077,0.2058,169125.38,35122.81,0.2077,multiply,ETH,2021-01-01,KRL
365,1640995200,1.321,1.289,1.298,1474.88,1929.16,1.308,multiply,BTC,2021-12-31,KRL
1,1609545600,0.7629,0.598,0.6157,884.9,628.93,0.7107,multiply,BTC,2021-01-01,BTU
365,1640995200,24.95,24.2,24.4,3933.73,97689.89,24.83,multiply,BTC,2021-12-31,AUCTION
365,1640995200,0.06944,0.0676,0.06763,66167.25,4592.31,0.0694,multiply,ETH,2021-12-31,HEGIC
1,1609545600,0.01803,0.01514,0.01587,14446318.11,227959.77,0.01578,multiply,BTC,2021-01-01,FOR
365,1640995200,0.075,0.07253,0.07391,952426.71,70970.97,0.07452,multiply,BTC,2021-12-31,FOR
1,1609545600,0.0007284,0.0006354,0.0006429,777322.0,499.95,0.0006432,multiply,ETH,2021-01-01,AMO
365,1640995200,116.26,111.52,111.52,5.368,618.41,115.2,multiply,ETH,2021-12-31,XOR
1,1609545600,0.0133,0.0125,0.01272,142402.83,1826.25,0.01278,direct,,2021-01-01,VSYS
365,1640995200,0.01969,0.01894,0.01894,280295.7,5385.83,0.01921,multiply,BTC,2021-12-31,VSYS
1,1609545600,0.0001472,0.0001317,0.0001315,1377000.0,202.74,0.0001472,multiply,ETH,2021-01-01,BCN
365,1640995200,0.001406,0.000231,0.000231,7689.2,10.81,0.001406,multiply,BTC,2021-12-31,BCN
365,1640995200,0.06516,0.06329,0.06375,114761.0,7422.03,0.06467,multiply,BTC,2021-12-31,POND
1,1609545600,0.02565,0.02069,0.02323,718620716.61,15313627.82,0.02131,multiply,ETH,2021-01-01,GTO
365,1640995200,0.06094,0.05913,0.05913,1803790.09,109895.13,0.06092,multiply,BTC,2021-12-31,GTO
1,1609545600,0.02744,0.01647,0.02744,7518.99,123.84,0.01647,direct,,2021-01-01,GOM2
1,1609545600,0.322,0.3059,0.2939,24.32,7.44,0.3059,multiply,BTC,2021-01-01,VRSC
1,1609545600,0.003864,0.003864,0.003527,15223.18,58.83,0.003864,multiply,BTC,2021-01-01,FLETA
1,1609545600,0.4888,0.485,0.4874,27.8,13.52,0.4875,direct,,2021-01-01,MATH
365,1640995200,0.3852,0.3823,0.385,2387.9,915.61,0.3839,direct,,2021-12-31,MATH
1,1609545600,0.004812,0.00406,0.003843,2684862.98,12545.42,0.004673,multiply,ETH,2021-01-01,DREP
365,1640995200,1.12,1.085,1.104,12907.0,14232.99,1.103,multiply,BTC,2021-12-31,DREP
1,1609545600,0.0161,0.01256,0.01323,37890330.95,488082.63,0.01288,multiply,BTC,2021-01-01,NBS
365,1640995200,0.01641,0.01617,0.01617,2593.65,42.54,0.0164,multiply,BTC,2021-12-31,NBS
1,1609545600,0.02351,0.01771,0.02057,13702891.0,273595.44,0.01997,multiply,BTC,2021-01-01,SHR
1,1609545600,1.143,0.9671,0.9928,42149.19,42648.17,1.012,multiply,BTC,2021-01-01,FCT
365,1640995200,1.317,1.233,1.233,443.64,579.25,1.306,multiply,BTC,2021-12-31,FCT
365,1640995200,0.4241,0.4058,0.4095,2316.0,964.39,0.4164,multiply,ETH,2021-12-31,DEXT
1,1609545600,1.11,1.01,1.107,88777.31,93748.84,1.056,multiply,USDT,2021-01-01,VELO
1,1609545600,0.06274,0.05054,0.05853,25446863.0,1311890.04,0.05155,multiply,ETH,2021-01-01,REVV
365,1640995200,0.1654,0.1609,0.1618,2232.0,366.55,0.1642,multiply,ETH,2021-12-31,REVV
1,1609545600,0.1307,0.1114,0.1146,472355.76,55978.6,0.1185,multiply,BTC,2021-01-01,DF
365,1640995200,0.1219,0.1183,0.1183,1090.92,131.4,0.1204,multiply,BTC,2021-12-31,DF
365,1640995200,9.059,8.978,8.978,528.41,4779.0,9.059,direct,,2021-12-31,HEZ
1,1609545600,0.0002867,0.0002557,0.000263,15784847.62,4036.45,0.0002557,multiply,ETH,2021-01-01,MTV
365,1640995200,0.01031,0.009239,0.01016,3730784.67,36715.98,0.009841,multiply,BTC,2021-12-31,MTV
365,1640995200,8.124,7.904,7.923,754.3,6097.66,8.084,multiply,BTC,2021-12-31,UNFI
1,1609545600,0.01546,0.01256,0.01293,20520521.47,270942.55,0.0132,multiply,BTC,2021-01-01,VITE
365,1640995200,0.08063,0.07022,0.07807,174751.37,12448.01,0.07123,multiply,BTC,2021-12-31,VITE
1,1609545600,0.001364,0.001108,0.001059,706110.0,886.41,0.001255,multiply,ETH,2021-01-01,NCT
365,1640995200,12.2,11.67,12.2,0.2516,3.064,12.2,direct,,2021-12-31,DORA
1,1609545600,1.288e-05,9.66e-06,1.176e-05,239081620.0,3079.72,1.288e-05,multiply,BTC,2021-01-01,KICK
365,1640995200,37.01,36.12,36.23,125.05,4606.78,36.84,multiply,BTC,2021-12-31,TORN
1,1609545600,0.09152,0.08446,0.0857,226005.84,19159.43,0.08477,multiply,ETH,2021-01-01,AE
365,1640995200,0.113,0.1049,0.1095,31355.57,3511.68,0.112,multiply,BTC,2021-12-31,AE
1,1609545600,0.0277,0.0219,0.0241,18100841.0,425526.47,0.02351,multiply,BTC,2021-01-01,PERL
365,1640995200,0.08344,0.08038,0.08038,56603.0,4695.03,0.08295,multiply,BTC,2021-12-31,PERL
1,1609545600,0.004186,0.003864,0.003821,198141.67,765.71,0.003864,multiply,BTC,2021-01-01,AHT
365,1640995200,0.01219,0.01155,0.01201,12422.36,145.54,0.01172,multiply,BTC,2021-12-31,AHT
1,1609545600,0.08534,0.06409,0.077,21541070.0,1422086.77,0.06602,multiply,BTC,2021-01-01,AST
365,1640995200,0.2639,0.2555,0.2578,60584.01,15927.46,0.2629,multiply,BTC,2021-12-31,AST
1,1609545600,0.007826,0.006742,0.007233,596941.42,4301.9,0.007207,multiply,ETH,2021-01-01,GO
365,1640995200,0.03516,0.03419,0.03465,470354.54,16310.24,0.03468,multiply,BTC,2021-12-31,GO
1,1609545600,0.6711,0.5397,0.6022,2256092.83,1246749.53,0.5526,multiply,BTC,2021-01-01,VIDT
365,1640995200,0.81,0.7946,0.7969,1721.49,1391.55,0.8083,multiply,BTC,2021-12-31,VIDT
1,1609545600,0.3939,0.336,0.3552,94829.36,33473.45,0.336,direct,,2021-01-01,PNT
365,1640995200,0.9342,0.9147,0.9147,3276.11,3051.95,0.9316,multiply,BTC,2021-12-31,PNT
1,1609545600,0.0132,0.01127,0.01205,99776.0,1285.26,0.01288,multiply,BTC,2021-01-01,ULT
365,1640995200,0.8934,0.8681,0.8681,17804.01,15665.95,0.8932,direct,,2021-12-31,OXY
1,1609545600,0.3217,0.1697,0.1549,25648.0,5798.23,0.2261,multiply,BTC,2021-01-01,GNY
365,1640995200,0.2292,0.2259,0.2259,92040.0,21090.56,0.2291,multiply,BTC,2021-12-31,GNY
